Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-03-31,6.81,6.92,6.79,6.87,10670300,0.0,0
2020-04-01,6.87,6.88,6.73,6.74,4733000,0.0,0
2020-04-02,7.09,7.09,6.78,6.79,7211700,0.0,0
2020-04-03,6.99,7.01,6.86,6.89,6286800,0.0,0
2020-04-06,6.92,7.09,6.89,7.03,6742100,0.0,0
2020-04-07,7.09,7.19,7.06,7.14,7225000,0.0,0
2020-04-08,7.19,7.38,7.15,7.26,8316400,0.0,0
2020-04-09,7.34,7.53,7.33,7.43,9007100,0.0,0
2020-04-10,7.49,7.59,7.43,7.46,6342700,0.0,0
2020-04-13,7.46,7.58,7.41,7.41,3714800,0.0,0
2020-04-14,7.43,7.54,7.42,7.46,6004000,0.0,0
2020-04-15,7.47,7.72,7.47,7.59,8710700,0.0,0
2020-04-16,7.59,7.69,7.54,7.62,7399300,0.0,0
2020-04-17,7.67,7.79,7.66,7.67,7264300,0.0,0
2020-04-20,7.69,7.73,7.64,7.66,5509200,0.0,0
2020-04-21,7.69,7.69,7.2,7.24,9329100,0.0,0
2020-04-22,7.22,7.63,7.1,7.56,12050500,0.0,0
2020-04-23,7.63,7.71,7.34,7.49,8192700,0.0,0
2020-04-24,7.49,7.64,7.48,7.59,4862200,0.0,0
2020-04-27,7.59,7.67,7.55,7.56,4151200,0.0,0
2020-04-28,7.61,7.73,7.57,7.63,8242900,0.0,0
2020-04-29,7.69,7.7,7.6,7.69,2630700,0.0,0
2020-04-30,7.69,7.69,7.58,7.59,3601300,0.0,0
2020-05-04,7.57,7.57,7.3,7.39,4658200,0.0,0
2020-05-05,7.39,7.44,7.37,7.4,2997200,0.0,0
2020-05-06,7.38,7.39,7.2,7.24,4513500,0.0,0
2020-05-08,7.24,7.48,7.22,7.36,12487200,0.0,0
2020-05-12,7.36,7.65,7.36,7.52,16735100,0.0,0
2020-05-13,7.61,8.98,7.61,8.85,27515500,0.0,0
2020-05-14,8.87,9.72,8.7,9.17,20584900,0.0,0
2020-05-15,9.48,9.66,9.1,9.1,9341300,0.0,0
2020-05-18,9.17,9.34,8.99,9.12,11671600,0.0,0
2020-05-19,8.97,9.08,8.51,9.0,13289900,0.0,0
2020-05-20,9.13,9.42,9.12,9.4,9417900,0.0,0
2020-05-21,9.48,10.14,9.42,9.98,17954500,0.0,0
2020-05-22,10.08,10.14,9.74,9.98,9609400,0.0,0
2020-05-27,10.56,11.38,10.56,10.86,12680900,0.0,0
2020-05-28,11.0,11.22,10.9,11.12,12742500,0.0,0
2020-05-29,11.08,12.52,10.78,12.52,27162800,0.0,0
2020-06-03,12.46,12.72,9.38,11.2,25690300,0.0,0
2020-06-04,10.7,11.8,10.58,11.76,16285800,0.0,0
2020-06-05,12.06,12.34,11.88,12.18,12451900,0.0,0
2020-06-09,12.58,13.48,12.36,12.5,17669000,0.0,0
2020-06-10,12.88,12.96,12.48,12.48,9076900,0.0,0
2020-06-11,12.72,13.12,12.44,12.44,14175300,0.0205,0
2020-06-12,11.66,12.52,11.66,12.52,13144700,0.0,0
2020-06-15,12.8,12.88,11.68,11.68,20204900,0.0,0
2020-06-16,12.02,12.36,11.82,12.04,11006100,0.0,0
2020-06-17,12.16,12.26,11.82,11.94,5901700,0.0,0
2020-06-18,12.0,12.02,11.2,11.5,11463400,0.0,0
2020-06-19,11.3,12.18,11.22,12.08,13312700,0.0,0
