title,symbol,code,board,cat,capital,vol
JERASIA CAPITAL BERHAD,JERASIA,8931,Main Market,Consumer Products & Services,19.69,1663.0
PARAGON GLOBE BERHAD,PGLOBE,3611,Main Market,Property,149.33,170.0
INSAS BERHAD,INSAS,3379,Main Market,Financial Services,443.74,3094.0
ICAPITAL.BIZ BERHAD,ICAP,5108,Main Market,Closed-End Fund,292.6,0.0
SASBADI HOLDINGS BERHAD,SASBADI,5252,Main Market,Telecommunications & Media,54.48,54558.0
COASTAL CONTRACTS BHD,COASTAL,5071,Main Market,Energy,374.75,15558.0
TA WIN HOLDINGS BERHAD,TAWIN,7097,Main Market,Industrial Products & Services,30.38,1903.0
TITIJAYA LAND BERHAD,TITIJYA,5239,Main Market,Property,366.12,23750.0
MATANG BERHAD,MATANG,0189,Ace Market,Plantations,135.75,4560.0
TAS OFFSHORE BERHAD,TAS,5149,Main Market,Transportation & Logistics,43.2,7127.0
ANCOM LOGISTICS BERHAD,ANCOMLB,0048,Ace Market,Transportation & Logistics,35.5,2701.0
EDUSPEC HOLDINGS BERHAD,EDUSPEC,0107,Ace Market,Technology,50.78,450141.0
MINHO (M) BERHAD,MINHO,5576,Main Market,Industrial Products & Services,90.24,14265.0
KEN HOLDINGS BERHAD,KEN,7323,Main Market,Property,76.69,0.0
SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,SBAGAN,2569,Main Market,Plantation,168.48,200.0
MALAYAN FLOUR MILLS BERHAD,MFLOUR,3662,Main Market,Consumer Products & Services,534.19,11017.0
YBS INTERNATIONAL BERHAD,YBS,0025,Ace Market,Industrial Products & Services,29.04,100.0
SIGNATURE INTERNATIONAL BERHAD,SIGN,7246,Main Market,Consumer Products & Services,91.95,212.0
SEDANIA INNOVATOR BERHAD,SEDANIA,0178,Ace Market,Telecommunications & Media,36.42,9251.0
LATITUDE TREE HOLDINGS BERHAD,LATITUD,7006,Main Market,Consumer Products & Services,194.42,129.0
MALAYSIAN RESOURCES CORPORATION BERHAD,MRCB,1651,Main Market,Property,2382.5,342888.0
MIECO CHIPBOARD BERHAD,MIECO,5001,Main Market,Industrial Products & Services,126.0,7061.0
MK LAND HOLDINGS BERHAD,MKLAND,8893,Main Market,Property,144.87,33772.0
D'NONCE TECHNOLOGY BHD,DNONCE,7114,Main Market,Industrial Products & Services,66.88,1525.0
FACB INDUSTRIES INCORPORATED BERHAD,FACBIND,2984,Main Market,Industrial Products & Services,110.71,170.0
DUTALAND BERHAD,DUTALND,3948,Main Market,Plantation,325.75,1747.0
LFE CORPORATION BERHAD,LFECORP,7170,Main Market,Industrial Products & Services,28.05,110.0
CYL CORPORATION BERHAD,CYL,7157,Main Market,Industrial Products & Services,31.0,110.0
TASHIN HOLDINGS BERHAD,TASHIN,0211,Ace Market,Industrial Products & Services,59.33,811.0
VIVOCOM INTL HOLDINGS BERHAD,VIVOCOM,0069,Ace Market,Technology,141.61,4749.0
BINA PURI HOLDINGS BHD,BPURI,5932,Main Market,Construction,53.49,28307.0
TRADEPLUS SHARIAH GOLD TRACKER,GOLDETF,0828EA,ETF,ETF-Commodity,6520.13,845.0
CHINA OUHUA WINERY HOLDINGS LIMITED,CNOUHUA,5188,Main Market,Consumer Products & Services,23.38,0.0
CEPATWAWASAN GROUP BERHAD,CEPAT,8982,Main Market,Plantation,149.67,2246.0
CAM RESOURCES BERHAD,CAMRES,7128,Main Market,Consumer Products & Services,53.14,10.0
KAMDAR GROUP (M) BERHAD,KAMDAR,8672,Main Market,Consumer Products & Services,37.62,217.0
DIVERSIFIED GATEWAY SOLUTIONS BERHAD,DGSB,0131,Ace Market,Technology,63.39,9154.0
GPA HOLDINGS BERHAD,GPA,7096,Main Market,Industrial Products & Services,88.24,6528.0
MALAYSIA MARINE AND HEAVY ENGINEERING HOLDINGS BERHAD,MHB,5186,Main Market,Energy,792.0,102217.0
CHEMICAL COMPANY OF MALAYSIA BERHAD,CCM,2879,Main Market,Industrial Products & Services,223.04,2895.0
MALPAC HOLDINGS BERHAD,MALPAC,4936,Main Market,Plantation,45.0,110.0
,DIN042300721,0400GC,Bond & Loan,Bond Islamic,0.0,0.0
COSMOS TECHNOLOGY INTERNATIONAL BERHAD,CTIB,03035,Leap Market,Industrial Products & Services,65.41,0.0
,IHS046000824,0401GA,Bond & Loan,Bond Islamic,0.0,0.0
,ALLIANZ-PA,1163PA,Main Market,Financial Services,0.0,24.0
,DIN040000223,0400GA,Bond & Loan,Bond Islamic,0.0,0.0
KENANGA KLCI DAILY 2X LEVERAGED ETF,KLCI2XL,0834EA,,,0.0,0.0
,TASEK-PA,4448P,Main Market,Industrial Products & Services,0.0,1.0
ASTRAMINA GROUP BERHAD,ASTRA,03032,Leap Market,Consumer Products & Services,100.7,50.0
DANAINFRA NASIONAL BERHAD,DIN045801028,0400GB,Bond & Loan,Bond Islamic,0.0,0.0
KENANGA KLCI DAILY (-1X) INVERSE ETF,KLCI1XI,0835EA,,,0.0,205.0
MYETF THOMSON REUTERS ASIA PACIFIC EX-JAPAN ISLAMIC AGRIBUSINESS,METFAPA,0826EA,ETF,ETF-Equity,17.01,0.0
CHINA AUTOMOBILE PARTS HOLDINGS LIMITED,CAP,5229,Main Market,Industrial Products & Services,13.62,0.0
G NEPTUNE BERHAD,GNB,0045,Ace Market,Technology,10.11,2500.0
ASIA MEDIA GROUP BERHAD,AMEDIA,0159,Main Market,Telecommunications & Media,14.37,11.0
EKA NOODLES BERHAD,EKA,7182,Main Market,Consumer Products & Services,10.92,800.0
BERJAYA MEDIA BERHAD,BJMEDIA,6025,Main Market,Telecommunications & Media,24.68,0.0
BRAHIM'S HOLDINGS BERHAD,BRAHIMS,9474,Main Market,Consumer Products & Services,28.35,2998.0
DAYA MATERIALS BERHAD,DAYA,0091,Main Market,Energy,10.22,9530.0
SCOMI GROUP BERHAD,SCOMI,7158,Main Market,Energy,43.76,22040.0
BARAKAH OFFSHORE PETROLEUM BERHAD,BARAKAH,7251,Main Market,Energy,16.72,8577.0
KINSTEEL BHD,KINSTEL,5060,Main Market,Industrial Products & Services,5.25,0.0
LONDON BISCUITS BERHAD,LONBISC,7126,Main Market,Consumer Products & Services,5.82,0.0
MYETF DOW JONES U.S. TITANS 50,METFUS50,0827EA,ETF,ETF-Equity,8.7,1.0
APFT BERHAD,APFT,5194,Main Market,Consumer Products & Services,6.71,0.0
MYETF MSCI MALAYSIA ISLAMIC DIVIDEND,MYETFID,0824EA,ETF,ETF-Equity,36.63,0.0
MYETF MSCI SEA ISLAMIC DIVIDEND,METFSID,0825EA,ETF,ETF-Equity,39.65,40.0
ABF MALAYSIA BOND INDEX FUND,ABFMY1,0800EA,ETF,ETF-Bond,1636.84,31.0
MYETF DOW JONES ISLAMIC MARKET MALAYSIA TITANS 25,MYETFDJ,0821EA,ETF,ETF-Equity,294.92,13.0
FTSE BURSA MALAYSIA KLCI ETF,FBMKLCI-EA,0820EA,ETF,ETF-Equity,2.76,22.0
WINTONI GROUP BERHAD,WINTONI,0141,Ace Market,Technology,17.96,0.0
DOLPHIN INTERNATIONAL BERHAD,DOLPHIN,5265,Main Market,Industrial Products & Services,17.09,16467.0
KLUANG RUBBER COMPANY (MALAYA) BERHAD,KLUANG,2453,Main Market,Plantation,209.1,250.0
AMLEX HOLDINGS BERHAD,AMLEX,03011,Leap Market,Technology,57.64,0.0
KRETAM HOLDINGS BERHAD,KRETAM,1996,Main Market,Plantation,837.95,526.0
ENGTEX GROUP BERHAD,ENGTEX,5056,Main Market,Industrial Products & Services,257.13,7351.0
ATTA GLOBAL GROUP BERHAD,ATTA,7099,Main Market,Industrial Products & Services,94.93,0.0
CENSOF HOLDINGS BERHAD,CENSOF,5195,Main Market,Technology,57.7,22865.0
CHOO BEE METAL INDUSTRIES BHD,CHOOBEE,5797,Main Market,Industrial Products & Services,116.55,1062.0
STAR MEDIA GROUP BERHAD,STAR,6084,Main Market,Telecommunications & Media,269.58,18803.0
LTKM BERHAD,LTKM,7085,Main Market,Consumer Products & Services,140.51,30.0
MERCURY INDUSTRIES BERHAD,MERCURY,8192,Main Market,Construction,22.9,20.0
ADVANCED PACKAGING TECHNOLOGY (M) BHD,ADVPKG,9148,Main Market,Industrial Products & Services,38.96,0.0
NOVA MSC BERHAD,NOVAMSC,0026,Ace Market,Technology,50.09,27777.0
HUBLINE BERHAD,HUBLINE,7013,Main Market,Transportation & Logistics,211.48,375639.0
KAREX BERHAD,KAREX,5247,Main Market,Consumer Products & Services,541.28,31642.0
NEGRI SEMBILAN OIL PALMS BERHAD,NSOP,2038,Main Market,Plantation,180.42,0.0
CHEETAH HOLDINGS BERHAD,CHEETAH,7209,Main Market,Consumer Products & Services,35.73,0.0
BSL CORPORATION BERHAD,BSLCORP,7221,Main Market,Industrial Products & Services,19.11,0.0
UNITED U-LI CORPORATION BERHAD,ULICORP,7133,Main Market,Industrial Products & Services,76.23,370.0
TURIYA BERHAD,TURIYA,4359,Main Market,Technology,20.59,415.0
MPHB CAPITAL BERHAD,MPHBCAP,5237,Main Market,Financial Services,543.4,88.0
NTPM HOLDINGS BERHAD,NTPM,5066,Main Market,Consumer Products & Services,662.69,15180.0
ISKANDAR WATERFRONT CITY BERHAD,IWCITY,1589,Main Market,Property,561.05,544448.0
PELIKAN INTERNATIONAL CORPORATION BERHAD,PELIKAN,5231,Main Market,Consumer Products & Services,185.48,38692.0
MINTYE BERHAD,MBG,5886,Main Market,Consumer Products & Services,81.47,64.0
MISC BERHAD,MISC,3816,Main Market,Transportation & Logistics,37049.48,72305.0
LIEN HOE CORPORATION BERHAD,LIENHOE,3573,Main Market,Property,72.35,0.0
EKSONS CORPORATION BERHAD,EKSONS,9016,Main Market,Industrial Products & Services,86.21,260.0
TIONG NAM LOGISTICS HOLDINGS BERHAD,TNLOGIS,8397,Main Market,Transportation & Logistics,200.44,6479.0
CAB CAKARAN CORPORATION BERHAD,CAB,7174,Main Market,Consumer Products & Services,203.7,2700.0
SUMATEC RESOURCES BERHAD,SUMATEC,1201,Main Market,Energy,21.26,0.0
WCT HOLDINGS BERHAD,WCT,9679,Main Market,Construction,744.53,229866.0
BORNEO OIL BERHAD,BORNOIL,7036,Main Market,Industrial Products & Services,160.21,86809.0
PAN MALAYSIA HOLDINGS BERHAD,PMHLDG,1287,Main Market,Consumer Products & Services,176.48,402375.0
SINMAH CAPITAL BERHAD,SMCAP,9776,Main Market,Consumer Products & Services,24.59,1250.0
APPASIA BERHAD,APPASIA,0119,Ace Market,Technology,86.31,197068.0
MULTI-USAGE HOLDINGS BERHAD,MUH,9539,Main Market,Property,16.93,0.0
INCH KENNETH KAJANG RUBBER PUBLIC LTD CO,INCKEN,2607,Main Market,Plantation,216.69,281.0
MALAYSIA STEEL WORKS (KL) BHD,MASTEEL,5098,Main Market,Industrial Products & Services,151.67,18709.0
SENI JAYA CORPORATION BERHAD,SJC,9431,Main Market,Telecommunications & Media,19.46,10.0
PAOS HOLDINGS BERHAD,PAOS,5022,Main Market,Consumer Products & Services,48.91,250.0
AE MULTI HOLDINGS BERHAD,AEM,7146,Main Market,Industrial Products & Services,52.56,335173.0
ALCOM GROUP BERHAD,ALCOM,2674,Main Market,Industrial Products & Services,55.75,307.0
SYSTECH BHD,SYSTECH,0050,Ace Market,Technology,50.42,7177.0
LEBTECH BERHAD,LEBTECH,9628,Main Market,Construction,115.33,0.0
MEGA SUN CITY HOLDINGS BERHAD,MEGASUN,0081,Ace Market,Industrial Products & Services,27.55,14741.0
NYLEX (MALAYSIA) BERHAD,NYLEX,4944,Main Market,Industrial Products & Services,161.3,8146.0
CENTRAL GLOBAL BERHAD,CGB,8052,Main Market,Industrial Products & Services,34.2,0.0
BLD PLANTATION BHD.,BLDPLNT,5069,Main Market,Plantation,446.93,1.0
UNISEM (M) BERHAD,UNISEM,5005,Main Market,Technology,1423.63,2571.0
PIMPINAN EHSAN BERHAD,PEB,5622,Main Market,Construction,52.88,0.0
ABLEGROUP BERHAD,ABLEGRP,7086,Main Market,Industrial Products & Services,19.79,1200.0
ACOUSTECH BERHAD,ACOSTEC,7120,Main Market,Consumer Products & Services,136.17,1560940.0
CHUAN HUAT RESOURCES BHD,CHUAN,7016,Main Market,Industrial Products & Services,46.38,0.0
XIAN LENG HOLDINGS BERHAD,XIANLNG,7121,Main Market,Consumer Products & Services,25.58,628.0
WCE HOLDINGS BERHAD,WCEHB,3565,Main Market,Construction,356.79,89883.0
BOX-PAK (MALAYSIA) BERHAD,BOXPAK,6297,Main Market,Industrial Products & Services,138.05,568.0
APB RESOURCES BERHAD,APB,5568,Main Market,Industrial Products & Services,45.15,87.0
PACIFIC & ORIENT BERHAD,P&O,6009,Main Market,Financial Services,229.65,50.0
AMALGAMATED INDUSTRIAL STEEL BERHAD,AISB,2682,Main Market,Industrial Products & Services,31.76,0.0
SALCON BERHAD,SALCON,8567,Main Market,Utilities,139.77,8434.0
WARISAN TC HOLDINGS BERHAD,WARISAN,5016,Main Market,Consumer Products & Services,89.38,1.0
TASEK CORPORATION BERHAD,TASEK,4448,Main Market,Industrial Products & Services,715.77,20.0
JCY INTERNATIONAL BERHAD,JCY,5161,Main Market,Technology,646.97,54211.0
ANZO HOLDINGS BERHAD,ANZO,9342,Main Market,Industrial Products & Services,39.64,100858.0
QUALITY CONCRETE HOLDINGS BERHAD,QUALITY,7544,Main Market,Industrial Products & Services,46.37,0.0
NPC RESOURCES BERHAD,NPC,5047,Main Market,Plantation,222.0,20.0
PELANGI PUBLISHING GROUP BHD.,PPG,7190,Main Market,Telecommunications & Media,29.01,550.0
OPCOM HOLDINGS BERHAD,OPCOM,0035,Ace Market,Telecommunications & Media,84.66,228724.0
ORION IXL BERHAD,ORION,0079,Ace Market,Technology,43.74,5530.0
CAELY HOLDINGS BHD,CAELY,7154,Main Market,Consumer Products & Services,64.08,9601.0
SOLUTION GROUP BERHAD,SOLUTN,0093,Ace Market,Technology,22.98,10044.0
PERDANA PETROLEUM BERHAD,PERDANA,7108,Main Market,Energy,408.7,310906.0
K.SENG SENG CORPORATION BERHAD,KSSC,5192,Main Market,Industrial Products & Services,40.32,11347.0
JAG BERHAD,JAG,0024,Ace Market,Industrial Products & Services,163.67,384641.0
AYS VENTURES BERHAD,AYS,5021,Main Market,Industrial Products & Services,68.48,771.0
TIGER SYNERGY BERHAD,TIGER,7079,Main Market,Property,102.53,170983.0
MYCRON STEEL BERHAD,MYCRON,5087,Main Market,Industrial Products & Services,106.29,3015.0
LKL INTERNATIONAL BERHAD,LKL,0182,Ace Market,Health Care,280.86,616927.0
TEXCHEM RESOURCES BERHAD,TEXCHEM,8702,Main Market,Industrial Products & Services,56.46,4002.0
CJ CENTURY LOGISTICS HOLDINGS BERHAD,CJCEN,7117,Main Market,Transportation & Logistics,169.52,5760.0
YI-LAI BERHAD,YILAI,5048,Main Market,Industrial Products & Services,114.27,12738.0
VORTEX CONSOLIDATED BERHAD,VC,0060,Ace Market,Technology,65.42,95030.0
BERJAYA CORPORATION BERHAD,BJCORP,3395,Main Market,Industrial Products & Services,964.76,182781.0
PAN MALAYSIA CORPORATION BERHAD,PMCORP,4081,Main Market,Consumer Products & Services,92.8,2130.0
GRAND CENTRAL ENTERPRISES BHD,GCE,5592,Main Market,Consumer Products & Services,68.95,0.0
PERMAJU INDUSTRIES BERHAD,PERMAJU,7080,Main Market,Consumer Products & Services,129.32,24323.0
SERSOL BERHAD,SERSOL,0055,Ace Market,Industrial Products & Services,24.76,21092.0
GUOCOLAND (MALAYSIA) BERHAD,GUOCO,1503,Main Market,Property,378.25,5138.0
EVERGREEN FIBREBOARD BERHAD,EVERGRN,5101,Main Market,Industrial Products & Services,143.89,25090.0
TIEN WAH PRESS HOLDINGS BERHAD,TIENWAH,7374,Main Market,Industrial Products & Services,149.08,800.0
UCREST BERHAD,UCREST,0005,Ace Market,Technology,77.71,179171.0
MAJUPERAK HOLDINGS BERHAD,MJPERAK,8141,Main Market,Property,106.03,74808.0
DIGISTAR CORPORATION BERHAD,DIGISTA,0029,Main Market,Technology,43.37,18772.0
SUBUR TIASA HOLDINGS BERHAD,SUBUR,6904,Main Market,Industrial Products & Services,98.23,0.0
FARLIM GROUP (MALAYSIA) BHD,FARLIM,6041,Main Market,Property,44.62,1114.0
HUA YANG BERHAD,HUAYANG,5062,Main Market,Property,110.88,2753.0
FOCUS LUMBER BERHAD,FLBHD,5197,Main Market,Industrial Products & Services,80.16,227.0
JADE MARVEL GROUP BERHAD,JADEM,7043,Main Market,Industrial Products & Services,101.43,0.0
FOCUS DYNAMICS GROUP BERHAD,FOCUS,0116,Ace Market,Consumer Products & Services,1471.87,100388.0
COUNTRY HEIGHTS HOLDINGS BHD,CHHB,5738,Main Market,Property,264.68,0.0
SHH RESOURCES HOLDINGS BERHAD,SHH,7412,Main Market,Consumer Products & Services,20.75,0.0
BERJAYA ASSETS BERHAD,BJASSET,3239,Main Market,Property,703.49,1010.0
WAH SEONG CORPORATION BERHAD,WASEONG,5142,Main Market,Energy,437.81,35735.0
SEE HUP CONSOLIDATED BERHAD,SEEHUP,7053,Main Market,Transportation & Logistics,67.56,0.0
KIA LIM BERHAD,KIALIM,6211,Main Market,Industrial Products & Services,9.6,330.0
PUNCAK NIAGA HOLDINGS BERHAD,PUNCAK,6807,Main Market,Construction,101.09,14430.0
COMPUTER FORMS (MALAYSIA) BERHAD,CFM,8044,Main Market,Industrial Products & Services,43.46,10.0
SOUTH MALAYSIA INDUSTRIES BERHAD,SMI,4375,Main Market,Property,29.39,9978.0
PLS PLANTATIONS BERHAD,PLS,9695,Main Market,Plantation,198.15,197.0
HWA TAI INDUSTRIES BERHAD,HWATAI,8478,Main Market,Consumer Products & Services,22.08,1003.0
ONLY WORLD GROUP HOLDINGS BERHAD,OWG,5260,Main Market,Consumer Products & Services,114.04,58177.0
SALUTICA BERHAD,SALUTE,0183,Main Market,Consumer Products & Services,203.7,24209.0
PASDEC HOLDINGS BERHAD,PASDEC,6912,Main Market,Property,88.08,19947.0
CAREPLUS GROUP BERHAD,CAREPLS,0163,Ace Market,Health Care,866.12,1925808.0
ASTRAL ASIA BERHAD,AASIA,7054,Main Market,Plantation,75.9,14164.0
SCOPE INDUSTRIES BERHAD,SCOPE,0028,Ace Market,Industrial Products & Services,69.45,2430.0
OVERSEA ENTERPRISE BERHAD,OVERSEA,0153,Ace Market,Consumer Products & Services,38.19,12194.0
M N C WIRELESS BERHAD,MNC,0103,Ace Market,Telecommunications & Media,34.35,35702.0
EUROSPAN HOLDINGS BERHAD,EUROSP,7094,Main Market,Consumer Products & Services,17.99,20.0
BOUSTEAD PLANTATIONS BERHAD,BPLANT,5254,Main Market,Plantation,884.8,198478.0
OLYMPIA INDUSTRIES BERHAD,OLYMPIA,3018,Main Market,Consumer Products & Services,102.34,20790.0
PLASTRADE TECHNOLOGY BERHAD,PTB,0038,Ace Market,Industrial Products & Services,44.65,5023.0
EP MANUFACTURING BHD,EPMB,7773,Main Market,Industrial Products & Services,49.79,0.0
SAPURA RESOURCES BERHAD,SAPRES,4596,Main Market,Property,67.01,235.0
GOLDEN LAND BERHAD,GLBHD,7382,Main Market,Plantation,71.33,0.0
SC ESTATE BUILDER BERHAD,SCBUILD,0109,Ace Market,Construction,22.08,201.0
LANDMARKS BERHAD,LANDMRK,1643,Main Market,Consumer Products & Services,137.51,680.0
MEDIA CHINESE INTERNATIONAL LIMITED,MEDIAC,5090,Main Market,Telecommunications & Media,320.57,99255.0
SAND NISKO CAPITAL BERHAD,SNC,7943,Main Market,Consumer Products & Services,13.53,0.0
MANAGEPAY SYSTEMS BERHAD,MPAY,0156,Ace Market,Technology,67.49,229090.0
TRIVE PROPERTY GROUP BERHAD,TRIVE,0118,Main Market,Technology,15.25,30541.0
GRAND HOOVER BERHAD,HOOVER,7010,Main Market,Property,19.8,1301.0
NICHE CAPITAL EMAS HOLDINGS BERHAD,NICE,7139,Main Market,Consumer Products & Services,31.61,1250.0
MLABS SYSTEMS BERHAD,MLAB,0085,Ace Market,Technology,27.54,177854.0
B.I.G. INDUSTRIES BERHAD,BIG,7005,Main Market,Industrial Products & Services,13.75,0.0
MITRAJAYA HOLDINGS BERHAD,MITRA,9571,Main Market,Construction,188.19,57669.0
MCOM HOLDINGS BERHAD,MCOM,03022,Leap Market,Technology,62.22,10.0
RALCO CORPORATION BERHAD,RALCO,7498,Main Market,Industrial Products & Services,13.85,3380.0
CN ASIA CORPORATION BHD,CNASIA,7986,Main Market,Industrial Products & Services,19.47,205.0
AT SYSTEMATIZATION BERHAD,AT,0072,Ace Market,Industrial Products & Services,156.47,1208982.0
GE-SHEN CORPORATION BERHAD,GESHEN,7197,Main Market,Industrial Products & Services,48.41,0.0
MAA GROUP BERHAD,MAA,1198,Main Market,Financial Services,191.31,560.0
ASIA POLY HOLDINGS BERHAD,ASIAPLY,0105,Ace Market,Industrial Products & Services,50.77,1040567.0
TOMYPAK HOLDINGS BERHAD,TOMYPAK,7285,Main Market,Industrial Products & Services,189.16,3129.0
IDB TECHNOLOGIES BERHAD,IDBTECH,03030,Leap Market,Technology,50.0,0.0
MAGNA PRIMA BERHAD,MAGNA,7617,Main Market,Property,261.23,940.0
EFFICIENT E-SOLUTIONS BERHAD,EFFICEN,0064,Main Market,Industrial Products & Services,92.19,850.0
EASTLAND EQUITY BHD,EASTLND,2097,Main Market,Consumer Products & Services,22.7,100.0
MATRIX PARKING SOLUTION HOLDINGS BERHAD,MPSOL,03019,Leap Market,Consumer Products & Services,41.0,0.0
DWL RESOURCES BERHAD,DWL,7165,Main Market,Industrial Products & Services,54.72,116797.0
TRADEPLUS HSCEI DAILY (-1X) INVERSE TRACKER,HSCEI-1XI,0833EA,,,1.29,0.0
MALAYAN CEMENT BERHAD,MCEMENT,3794,Main Market,Industrial Products & Services,2421.63,317.0
NI HSIN RESOURCES BERHAD,NIHSIN,7215,Main Market,Consumer Products & Services,41.8,35325.0
KWANTAS CORPORATION BERHAD,KWANTAS,6572,Main Market,Plantation,162.07,230.0
AHMAD ZAKI RESOURCES BERHAD,AZRB,7078,Main Market,Construction,131.54,41247.0
ANN JOO RESOURCES BERHAD,ANNJOO,6556,Main Market,Industrial Products & Services,411.54,14709.0
AIRASIA GROUP BERHAD,AIRASIA,5099,Main Market,Consumer Products & Services,2890.81,1376766.0
PEGASUS HEIGHTS BERHAD,PHB,4464,Main Market,Property,100.03,10242.0
YLI HOLDINGS BERHAD,YLI,7014,Main Market,Industrial Products & Services,18.02,600.0
KIM HIN INDUSTRY BERHAD,KIMHIN,5371,Main Market,Industrial Products & Services,119.82,10.0
ICONIC WORLDWIDE BERHAD,ICONIC,9113,Main Market,Consumer Products & Services,77.69,14576.0
BUMI ARMADA BERHAD,ARMADA,5210,Main Market,Energy,1500.9,1833884.0
KUMPULAN JETSON BERHAD,JETSON,9083,Main Market,Industrial Products & Services,32.79,2080.0
INIX TECHNOLOGIES HOLDINGS BERHAD,INIX,0094,Ace Market,Technology,13.42,22899.0
CNI HOLDINGS BERHAD,CNI,5104,Main Market,Consumer Products & Services,39.6,2373.0
OSK VENTURES INTERNATIONAL BERHAD,OSKVI,0053,Ace Market,Financial Services,79.04,400.0
FIBROMAT (M) BERHAD,FBBHD,03026,Leap Market,Industrial Products & Services,69.12,0.0
JADI IMAGING HOLDINGS BERHAD,JADI,7223,Main Market,Consumer Products & Services,41.44,56076.0
FSBM HOLDINGS BERHAD,FSBM,9377,Main Market,Technology,12.72,50.0
SANICHI TECHNOLOGY BERHAD,SANICHI,0133,Ace Market,Industrial Products & Services,110.88,1937769.0
COMPUGATES HOLDINGS BERHAD,COMPUGT,5037,Main Market,Industrial Products & Services,37.65,6700.0
TANCO HOLDINGS BERHAD,TANCO,2429,Main Market,Property,45.67,20129.0
PARLO BERHAD,PARLO,0022,Ace Market,Consumer Products & Services,34.58,30075.0
TEK SENG HOLDINGS BERHAD,TEKSENG,7200,Main Market,Consumer Products & Services,209.19,195566.0
BENALEC HOLDINGS BERHAD,BENALEC,5190,Main Market,Construction,90.49,20137.0
PINEAPPLE RESOURCES BERHAD,PINEAPP,0006,Ace Market,Technology,13.34,0.0
WOODLANDOR HOLDINGS BHD,WOODLAN,7025,Main Market,Industrial Products & Services,22.0,0.0
CYMAO HOLDINGS BERHAD,CYMAO,5082,Main Market,Industrial Products & Services,13.5,0.0
SWS CAPITAL BERHAD,SWSCAP,7186,Main Market,Consumer Products & Services,76.58,459.0
STELLA HOLDINGS BERHAD,STELLA,5006,Main Market,Construction,60.3,0.0
GUNUNG CAPITAL BERHAD,GUNUNG,7676,Main Market,Transportation & Logistics,131.65,26257.0
TAFI INDUSTRIES BERHAD,TAFI,7211,Main Market,Consumer Products & Services,14.4,0.0
WMG HOLDINGS BERHAD,WMG,6378,Main Market,Property,42.62,19898.0
FGV HOLDINGS BERHAD,FGV,5222,Main Market,Plantation,4049.45,244203.0
WHITE HORSE BERHAD,WTHORSE,5009,Main Market,Industrial Products & Services,165.6,190.0
GLOBALTEC FORMATION BERHAD,GLOTEC,5220,Main Market,Industrial Products & Services,91.49,6133.0
MCLEAN TECHNOLOGIES BERHAD,MCLEAN,0167,Ace Market,Industrial Products & Services,37.47,15632.0
YGL CONVERGENCE BERHAD,YGL,0086,Ace Market,Technology,30.66,2106.0
BERTAM ALLIANCE BERHAD,BERTAM,9814,Main Market,Property,21.71,255.0
MILUX CORPORATION BERHAD,MILUX,7935,Main Market,Consumer Products & Services,59.94,630.0
SMTRACK BERHAD,SMTRACK,0169,Ace Market,Technology,16.79,2440.0
RIMBUNAN SAWIT BERHAD,RSAWIT,5113,Main Market,Plantation,453.92,455128.0
KYM HOLDINGS BERHAD,KYM,8362,Main Market,Industrial Products & Services,37.47,112.0
HOCK HENG STONE INDUSTRIES BHD,HOKHENG,5165,Main Market,Industrial Products & Services,38.72,100.0
CUSCAPI BERHAD,CUSCAPI,0051,Main Market,Technology,94.52,23082.0
MSCM HOLDINGS BERHAD,MYSCM,0041,Main Market,Technology,39.82,13682.0
MCE HOLDINGS BERHAD,MCEHLDG,7004,Main Market,Industrial Products & Services,19.54,256.0
ARK RESOURCES HOLDINGS BERHAD,ARK,7007,Main Market,Property,10.76,5.0
VERTICE BERHAD,VERTICE,7240,Main Market,Consumer Products & Services,53.8,844.0
TDM BERHAD,TDM,2054,Main Market,Plantation,429.07,247365.0
CONCRETE ENGINEERING PRODUCTS BERHAD,CEPCO,8435,Main Market,Industrial Products & Services,38.81,30.0
MULPHA INTERNATIONAL BERHAD,MULPHA,3905,Main Market,Consumer Products & Services,498.61,977.0
MERIDIAN BERHAD,MERIDIAN,5040,Main Market,Property,41.24,1150.0
TT VISION HOLDINGS BERHAD,TTV,03020,Leap Market,Technology,78.62,0.0
HARN LEN CORPORATION BHD,HARNLEN,7501,Main Market,Plantation,96.45,1005.0
SENTORIA GROUP BERHAD,SNTORIA,5213,Main Market,Property,76.58,8040.0
JAYA TIASA HOLDINGS BHD,JTIASA,4383,Main Market,Plantation,525.81,129644.0
SEALINK INTERNATIONAL BERHAD,SEALINK,5145,Main Market,Transportation & Logistics,125.0,8113.0
IQ GROUP HOLDINGS BERHAD,IQGROUP,5107,Main Market,Consumer Products & Services,40.93,1799.0
REX INDUSTRY BERHAD,REX,9946,Main Market,Consumer Products & Services,69.06,0.0
GETS GLOBAL BERHAD,GETS,5079,Main Market,Consumer Products & Services,11.34,8312.0
HO WAH GENTING BERHAD,HWGB,9601,Main Market,Industrial Products & Services,251.69,121679.0
METRONIC GLOBAL BERHAD,MTRONIC,0043,Main Market,Industrial Products & Services,49.83,150583.0
KEY ALLIANCE GROUP BERHAD,KGROUP,0036,Ace Market,Technology,40.83,79848.0
YONG TAI BERHAD,YONGTAI,7066,Main Market,Property,66.99,207939.0
